candidate,log_tau_s,log_f_Hz,log_v_m_s,log_h_m,log_log_tau_s,log_log_f_Hz,log_log_v_m_s,log_log_h_m,status
228,0.5801734386765767,0.23296801574883963,0.556912264371726,0.8351089115105675,,,,,NOT_EVALUATED
229,0.4993447213889388,0.0840082712409207,0.19279206190893383,0.3746690906006387,,,,,NOT_EVALUATED
230,0.034026438616335586,0.08314596690367215,0.8531383136064714,0.05957679314311359,,,,,NOT_EVALUATED
231,0.711623105669412,0.3966328850482779,0.6535346757475526,0.1841244875138729,,,,,NOT_EVALUATED
232,0.30789588395002965,0.3919367484088534,0.8566817730830707,0.7187500584102822,,,,,NOT_EVALUATED
233,0.3537440071281208,0.2690483572330843,0.8944052076906891,0.3982257276442458,,,,,NOT_EVALUATED
234,0.3751608497622769,0.17206571217227618,0.4223441286141356,0.5785963090448171,,,,,NOT_EVALUATED
235,0.8006119772528056,0.18923122299825945,0.445725218717933,0.44090953809521705,,,,,NOT_EVALUATED
236,0.1799656714843666,0.76941882041985,0.7217643177135257,0.9616230071482605,,,,,NOT_EVALUATED
237,0.6958421289582174,0.3488319855060923,0.762861212207317,0.8811714181202025,,,,,NOT_EVALUATED
238,0.32989184698593466,0.4656227358606725,0.9981714370321602,0.5337825741724656,,,,,NOT_EVALUATED
239,0.35027816624695407,0.05149101090324937,0.5924933932099269,0.4604735392433722,,,,,NOT_EVALUATED
240,0.20510992660990857,0.7793271568718664,0.8203675654884536,0.38097136304298995,,,,,NOT_EVALUATED
241,0.5347201943306584,0.11076964102533438,0.2823984412883156,0.523340035482716,,,,,NOT_EVALUATED
242,0.09690084991151915,0.3294388518900351,0.319664588490967,0.974315003927379,,,,,NOT_EVALUATED
243,0.9031615340147559,0.7851566339638011,0.634128691874418,0.8172266286456401,,,,,NOT_EVALUATED
244,0.18046719508356124,0.38480052071971727,0.5530623239891778,0.5273012641676382,,,,,NOT_EVALUATED
245,0.6264720910317544,0.3081185167059034,0.7707644610894377,0.225128035920806,,,,,NOT_EVALUATED
246,0.6264317306963165,0.35598231540779357,0.30052100209437893,0.507473055261981,,,,,NOT_EVALUATED
247,0.4190897734578468,0.09961140665303314,0.3710792729814024,0.02969578113304583,,,,,NOT_EVALUATED
248,0.9333461798274282,0.6628291021966312,0.6575435663592416,0.15027090675423993,,,,,NOT_EVALUATED
249,0.3631115508621976,0.33986278784756907,0.07518223864870055,0.11009562355553382,,,,,NOT_EVALUATED
250,0.37352625440069487,0.7217655666942436,0.814191717460444,0.2975563715909709,,,,,NOT_EVALUATED
251,0.4085404666282906,0.07931155504215082,0.6464647657484177,0.757247917814543,,,,,NOT_EVALUATED
252,0.9160354457818711,0.23012889988156238,0.011872265121822156,0.019188438326294688,,,,,NOT_EVALUATED
253,0.5191703311942505,0.7569221467395565,0.5477051556791728,0.21754474963916948,,,,,NOT_EVALUATED
254,0.7269752407111134,0.21149551330846772,0.5986150690187716,0.7836543521308481,,,,,NOT_EVALUATED
255,0.24495293052037637,0.6418400992846162,0.2260765629197613,0.22647491562167854,,,,,NOT_EVALUATED
256,0.29767156107514925,0.6355599079984781,0.43628880836458195,0.5951518628141301,,,,,NOT_EVALUATED
257,0.46746590510964403,0.317854225428,0.5003453963084002,0.374940442218761,,,,,NOT_EVALUATED
258,0.226695274856337,0.15893200814962416,0.004997108778650672,0.1992254650082399,,,,,NOT_EVALUATED
259,0.7704628206920191,0.7539823463317542,0.37012614754553286,0.048661167700660646,,,,,NOT_EVALUATED
260,0.0011865773693057191,0.005449082612704159,0.8301152092118236,0.7303435542587732,,,,,NOT_EVALUATED
261,0.6260650569085958,0.7843315963353461,0.8098834325947849,0.6504061973499317,,,,,NOT_EVALUATED
262,0.5198135141732045,0.156420889161765,0.03128146626666439,0.21281033862849807,,,,,NOT_EVALUATED
263,0.6849956132200248,0.6726683676188698,0.24488343961934966,0.5532715142472459,,,,,NOT_EVALUATED
264,0.22288885008030468,0.5964183186511165,0.8102438179413356,0.06285051978903422,,,,,NOT_EVALUATED
265,0.2051204226544362,0.3822012892087061,0.935883321462073,0.5293369269585628,,,,,NOT_EVALUATED
266,0.16517518359384253,0.5235438756001736,0.5182718130539489,0.7129808123069586,,,,,NOT_EVALUATED
267,0.5392880053714469,0.05237875334973907,0.8430167497722216,0.9926002164264819,,,,,NOT_EVALUATED
268,0.20011994214790407,0.9869492051436565,0.24837756656866905,0.29209019910782574,,,,,NOT_EVALUATED
269,0.8817892241136598,0.32840264271071795,0.6705916129326976,0.22053361331694377,,,,,NOT_EVALUATED
270,0.996462666592657,0.45754581166424646,0.2205861934790626,0.17592052825895155,,,,,NOT_EVALUATED
271,0.9701356727844065,0.6736700752599184,0.7657181649524292,0.8044684773977747,,,,,NOT_EVALUATED
272,0.2944284765454296,0.0775036045224613,0.18373713441363926,0.8350068650513853,,,,,NOT_EVALUATED
273,0.4001699888823941,0.8572500873618545,0.7000087312108862,0.3780184014595729,,,,,NOT_EVALUATED
274,0.2748818310155855,0.5192528197490138,0.933644522466154,0.5324427275175007,,,,,NOT_EVALUATED
275,0.4038966915635197,0.29996530173741787,0.8964659199296924,0.23040038147256048,,,,,NOT_EVALUATED
276,0.689022887112744,0.9812105709765141,0.03762325782802456,0.8996718109141362,,,,,NOT_EVALUATED
277,0.530143208447423,0.39278903590846614,0.20345513251649128,0.5414404656596981,,,,,NOT_EVALUATED
278,0.849293604352608,0.8290128914884195,0.37817689981708225,0.8735141081920861,,,,,NOT_EVALUATED
279,0.3679806464842501,0.9515260343099945,0.08217138968081772,0.19079032566804544,,,,,NOT_EVALUATED
280,0.9362956375263299,0.2764998623081478,0.20373150583037514,0.00787232321422393,,,,,NOT_EVALUATED
281,0.5317698179503656,0.38473288331027666,0.8823423415835738,0.18509656253737028,,,,,NOT_EVALUATED
282,0.5283729305334862,0.9586325174194031,0.37175780180230533,0.03543178551010673,,,,,NOT_EVALUATED
283,0.06246960363870557,0.08773045417891678,0.48354016796686816,0.20133678865376559,,,,,NOT_EVALUATED
284,0.8665085941190152,0.8982018009707631,0.4341714749153832,0.8059254842908185,,,,,NOT_EVALUATED
285,0.4011142460081256,0.4210709699821351,0.6460079858000561,0.6781950498144803,,,,,NOT_EVALUATED
286,0.40226878861655924,0.3626693339927143,0.9296471449230356,0.9422413313862585,,,,,NOT_EVALUATED
287,0.5076981800332524,0.9706393296373911,0.5356542859058145,0.09487394024727669,,,,,NOT_EVALUATED
288,0.19554871642426963,0.11911149982808711,0.6766967631841548,0.6956893082110113,,,,,NOT_EVALUATED
289,0.6218336228356167,0.7161008357336851,0.5528202927691425,0.2570814113716561,,,,,NOT_EVALUATED
290,0.0033631883901216186,0.37199666887061356,0.34930752207293003,0.022510256297386122,,,,,NOT_EVALUATED
291,0.18731920127235635,0.8754090507611882,0.8012788931761297,0.4987897177899928,,,,,NOT_EVALUATED
292,0.5384929358581,0.9620779486901965,0.4979112871423792,0.6540059876123999,,,,,NOT_EVALUATED
293,0.6549943300900798,0.1411715469509066,0.22411598052026216,0.5897814014088433,,,,,NOT_EVALUATED
294,0.6939298458739213,0.009024781071020671,0.24595558843798548,0.8986766477533544,,,,,NOT_EVALUATED
295,0.7908666389930208,0.7020182079696392,0.7891171302414945,0.5000753463235904,,,,,NOT_EVALUATED
296,0.17318072388762484,0.6552268423825929,0.9435272685736801,0.46553367447395955,,,,,NOT_EVALUATED
297,0.6949593173697958,0.8967946538387807,0.20040701075157374,0.8221955194924991,,,,,NOT_EVALUATED
298,0.22318875857267373,0.8862970026629873,0.2804463966837446,0.018361574836761818,,,,,NOT_EVALUATED
299,0.9278269268934484,0.38090650276311355,0.5915136930995619,0.20177401461035194,,,,,NOT_EVALUATED
300,0.38023906929847917,0.7303671565882991,0.6400289318997848,0.7443474258000682,,,,,NOT_EVALUATED
301,0.40224843591977144,0.5357995530294584,0.9868059089841401,0.13898103964385755,,,,,NOT_EVALUATED
302,0.24785884410922054,0.6672380747520879,0.5074159273899816,0.24960986625939896,,,,,NOT_EVALUATED
303,0.456997980369083,0.04400992183933983,0.7993844215509691,0.4286378077627484,,,,,NOT_EVALUATED
304,0.9678146361480745,0.03936081786033174,0.5368858607256379,0.8784626477832523,,,,,NOT_EVALUATED
305,0.10759619634580941,0.8083354761792731,0.868252029299038,0.160199575801365,,,,,NOT_EVALUATED
306,0.6288421019896315,0.7393358260943961,0.6429299400111999,0.4770754228004591,,,,,NOT_EVALUATED
307,0.1762284298758694,0.6622728892901153,0.7651888529959493,0.26506710640435704,,,,,NOT_EVALUATED
308,0.8640800993585621,0.8531672254898233,0.6207880992041994,0.4566281825780062,,,,,NOT_EVALUATED
309,0.838072436768063,0.3273528260741244,0.10884817665092661,0.24496069304272305,,,,,NOT_EVALUATED
310,0.4682117561004119,0.05020859799846267,0.6662137272313006,0.8883227326321975,,,,,NOT_EVALUATED
311,0.4592615868510376,0.6321123480943275,0.4743034198225431,0.30823295595246436,,,,,NOT_EVALUATED
312,0.2504944575231499,0.7724969740237909,0.29917176882420793,0.02650284752814147,,,,,NOT_EVALUATED
313,0.9804305690066363,0.8935393238326294,0.14019069266720396,0.4646806404439482,,,,,NOT_EVALUATED
314,0.5644890643886767,0.49703097343259706,0.5172763437726371,0.19124279132308686,,,,,NOT_EVALUATED
315,0.8057398469759806,0.6409642945378311,0.20169399860715043,0.5015030202185413,,,,,NOT_EVALUATED
316,0.0738493012080168,0.0912235780671321,0.715644398385397,0.7329397897945117,,,,,NOT_EVALUATED
317,0.9008586417226292,0.5613742742386144,0.3193920217927454,0.33306779777022477,,,,,NOT_EVALUATED
318,0.5651865432525663,0.5634615049015459,0.18659968603084776,0.5566393163862212,,,,,NOT_EVALUATED
319,0.4691461835357019,0.11337398355098705,0.5141662391176618,0.13562654058325818,,,,,NOT_EVALUATED
320,0.7745435283038278,0.10580844413806367,0.5253663636767971,0.482994418398088,,,,,NOT_EVALUATED
321,0.21298219627574166,0.6013015892093595,0.6348721685474042,0.007757601174832152,,,,,NOT_EVALUATED
322,0.9345028000730896,0.1673938276001763,0.6380580350857,0.5184396657702693,,,,,NOT_EVALUATED
323,0.03816491287206425,0.8290263241928258,0.5515884678513421,0.519984057973167,,,,,NOT_EVALUATED
324,0.8128691789927609,0.15457628012567803,0.455418942805647,0.21956737884898636,,,,,NOT_EVALUATED
325,0.8663484732265009,0.16237652409579528,0.8719978248141962,0.8926573810292014,,,,,NOT_EVALUATED
326,0.18809096887485588,0.09957738646121828,0.41911146257877496,0.41151402008612015,,,,,NOT_EVALUATED
327,0.7033822777291152,0.7633829603245924,0.9036293810618634,0.4479033121883802,,,,,NOT_EVALUATED
328,0.8637735275993434,0.0401691132247719,0.8238111376474722,0.9135112650947905,,,,,NOT_EVALUATED
329,0.04570970539676156,0.8326110044808194,0.7978795645548727,0.03950020569794621,,,,,NOT_EVALUATED
330,0.7099734440726154,0.6513263306652479,0.1821039913880781,0.01853764521549539,,,,,NOT_EVALUATED
331,0.9001179565610059,0.13993852017795694,0.49600792049709075,0.19685739273726743,,,,,NOT_EVALUATED
332,0.024158655530681195,0.8752728665062559,0.6822571117985086,0.14726790195317652,,,,,NOT_EVALUATED
333,0.4695371322418006,0.2137507525452378,0.44003371580946327,0.6787859139235108,,,,,NOT_EVALUATED
334,0.454528376334556,0.3998450681551169,0.7960464578068635,0.8825703672715467,,,,,NOT_EVALUATED
335,0.2806292238577638,0.30604757376928793,0.8706100882795672,0.4293268419498114,,,,,NOT_EVALUATED
336,0.9517683984762921,0.1531073876539807,0.3999954903181234,0.19464331158911674,,,,,NOT_EVALUATED
337,0.917660971689716,0.9299398382632023,0.7877914439624247,0.36638218838572123,,,,,NOT_EVALUATED
338,0.9369251380840689,0.544425465740287,0.8522748785940779,0.32350164729117303,,,,,NOT_EVALUATED
339,0.5938032717486501,0.004837959758428156,0.03948667423963048,0.9010756331845987,,,,,NOT_EVALUATED
340,0.023369512763780076,0.4156376769233877,0.9413393898148953,0.5114740325150279,,,,,NOT_EVALUATED
341,0.9596734497006175,0.49108780033485666,0.01893405797801284,0.9942664116452133,,,,,NOT_EVALUATED
342,0.13133443640575282,0.3054689260301612,0.5237328081521072,0.7683217279408003,,,,,NOT_EVALUATED
343,0.7005417108853778,0.824667862879087,0.015636625884382638,0.16805345175477537,,,,,NOT_EVALUATED
344,0.7537698935196515,0.8704759134744045,0.793042974438454,0.8715893243626348,,,,,NOT_EVALUATED
345,0.4874043428486733,0.6145027429545454,0.9973844973750148,0.09866382583471045,,,,,NOT_EVALUATED
346,0.9967700829061775,0.007132334555467024,0.20530328454574154,0.6331706780251738,,,,,NOT_EVALUATED
347,0.547362273283556,0.23700917851863457,0.6766950096489421,0.14418196645851822,,,,,NOT_EVALUATED
348,0.908824795040052,0.5822087018805003,0.7394259480384734,0.649639842784641,,,,,NOT_EVALUATED
349,0.7844211500579162,0.5777995540968871,0.8998784214499902,0.7073404606040422,,,,,NOT_EVALUATED
350,0.831036836655392,0.7750945100496736,0.13382813103745572,0.011708328597507589,,,,,NOT_EVALUATED
351,0.25716214808254356,0.06717977790792518,0.6286101544630798,0.3659766063224674,,,,,NOT_EVALUATED
352,0.3963308849833135,0.20424364122409566,0.28263625201592446,0.04575760012342811,,,,,NOT_EVALUATED
353,0.1932210934022136,0.13060774991217783,0.6716747432975131,0.4616408008183335,,,,,NOT_EVALUATED
354,0.4294104344565469,0.5757593773555116,0.662471068622625,0.2286207899093856,,,,,NOT_EVALUATED
355,0.5252152745028104,0.8663504622788079,0.00032752421487169947,0.5174721649891917,,,,,NOT_EVALUATED
356,0.313072195303038,0.0633034396306571,0.03837921113984222,0.6561275765342731,,,,,NOT_EVALUATED
357,0.6945936402774511,0.8780358772328538,0.4908139452507728,0.9938838296796118,,,,,NOT_EVALUATED
358,0.01787548940370043,0.5598441146493081,0.7928170948533271,0.5002406448744766,,,,,NOT_EVALUATED
359,0.37112996895424355,0.9932255194343907,0.8443861576739047,0.3856505979545316,,,,,NOT_EVALUATED
360,0.497469345707945,0.7631379254951917,0.9113838887439539,0.3195409361758408,,,,,NOT_EVALUATED
361,0.27956721489155123,0.41820050345469717,0.8602921759617559,0.3377609342435891,,,,,NOT_EVALUATED
362,0.7715602960540234,0.5268040878196728,0.6586273681033165,0.7481114175853767,,,,,NOT_EVALUATED
363,0.9610451446551723,0.9508424315491366,0.804278881519316,0.4028679409003042,,,,,NOT_EVALUATED
364,0.9623968667091505,0.7223466359237768,0.9265643731358579,0.09958752289080164,,,,,NOT_EVALUATED
365,0.06646855305069255,0.8960823149127416,0.6104807063869455,0.7393683119786034,,,,,NOT_EVALUATED
366,0.054926487040007355,0.44366492300016414,0.5681181010022699,0.8615577977119071,,,,,NOT_EVALUATED
367,0.9322468010094559,0.9902790002670244,0.1461712258866089,0.11038537229662027,,,,,NOT_EVALUATED
368,0.5580224536757398,0.02060472707336225,0.6058012625391734,0.48871162381816113,,,,,NOT_EVALUATED
369,0.48892516535485997,0.348449697509146,0.19782640450325828,0.8791111797961846,,,,,NOT_EVALUATED
370,0.4303839903289636,0.9483464319472052,0.36066930814069664,0.32755617019049776,,,,,NOT_EVALUATED
371,0.8490348790619694,0.3626148911877346,0.7950212934440809,0.5115842716093075,,,,,NOT_EVALUATED
372,0.06057086363252462,0.8486319979943987,0.8334512610786733,0.7736021048183239,,,,,NOT_EVALUATED
373,0.40081490991920055,0.2231765205264835,0.44190969212885933,0.32448550674663235,,,,,NOT_EVALUATED
374,0.8220343354992218,0.5310895060063405,0.491206414818676,0.8394451096207042,,,,,NOT_EVALUATED
375,0.015554382783249276,0.762942042614699,0.9344376083092027,0.28421573643314413,,,,,NOT_EVALUATED
376,0.4635108950186849,0.9706969111282752,0.1910046423449302,0.6748522005719312,,,,,NOT_EVALUATED
377,0.36826783634090254,0.8450590206615823,0.9491611966533475,0.37573235252902915,,,,,NOT_EVALUATED
378,0.4185189384258866,0.8762345930541405,0.6222307867762721,0.7492502573585034,,,,,NOT_EVALUATED
379,0.06695053695061437,0.5640805070656869,0.3456575081071519,0.2695911585675397,,,,,NOT_EVALUATED
380,0.5262013618348882,0.9240919654866386,0.08808747873878264,0.6374451256735774,,,,,NOT_EVALUATED
381,0.5000105166792889,0.06369469857279142,0.3221342661170128,0.6799133428707306,,,,,NOT_EVALUATED
382,0.27158458252639495,0.6632897857868175,0.6480455352453303,0.8554987104866648,,,,,NOT_EVALUATED
383,0.15490421690276834,0.2830715790851218,0.687024111810421,0.49792782841354477,,,,,NOT_EVALUATED
384,0.35638774077258206,0.5565362210765947,0.024596882587133773,0.24893284850212083,,,,,NOT_EVALUATED
385,0.17452717062166334,0.10010123517351066,0.6354837195563281,0.0422506500427523,,,,,NOT_EVALUATED
386,0.19089273573267218,0.3934189948669854,0.9994212667877134,0.47547809369954663,,,,,NOT_EVALUATED
387,0.26500751559262403,0.26158845176787837,0.6162842520009253,0.2699111400577354,,,,,NOT_EVALUATED
388,0.8987826335026863,0.8648016296774411,0.417649795008304,0.30463792780293963,,,,,NOT_EVALUATED
389,0.6590522829098412,0.1508198872498825,0.42795854205137007,0.6797026122491686,,,,,NOT_EVALUATED
390,0.3043325443306444,0.12640903762521427,0.3809547168132963,0.9549223290078726,,,,,NOT_EVALUATED
391,0.6804111110948615,0.7260530486590691,0.14337113897229392,0.9763785390788083,,,,,NOT_EVALUATED
392,0.28531364925272085,0.8300061713765848,0.269985573081194,0.8992888496549791,,,,,NOT_EVALUATED
393,0.7087522153636054,0.9272369036055265,0.23389662472216588,0.9125126882657286,,,,,NOT_EVALUATED
394,0.6931331403132673,0.9715636573128599,0.01923388599022846,0.26223067226715635,,,,,NOT_EVALUATED
395,0.189725496579233,0.34132172081130596,0.4114799499353611,0.7610689973420007,,,,,NOT_EVALUATED
396,0.855799628808987,0.8575178353814034,0.6415278059630075,0.2004541261410432,,,,,NOT_EVALUATED
397,0.19745237097136614,0.3026293433995464,0.11015166467803872,0.14826301477053083,,,,,NOT_EVALUATED
398,0.02751833742926657,0.31861659764064987,0.5050457908226407,0.6333350624729438,,,,,NOT_EVALUATED
399,0.5818671282186668,0.8375302964004763,0.8300538189132455,0.7035282127715351,,,,,NOT_EVALUATED
400,0.945574856706341,0.5164216504183853,0.4269748290838904,0.9915288633865786,,,,,NOT_EVALUATED
401,0.8653943048297191,0.890972503134638,0.9242173821985664,0.0669843394092533,,,,,NOT_EVALUATED
402,0.4231120037911589,0.17606044981176994,0.3037644798715804,0.4903302174245818,,,,,NOT_EVALUATED
403,0.45645480942465977,0.4327198012881276,0.4352296898851754,0.47584307244740975,,,,,NOT_EVALUATED
404,0.6136141677196769,0.9766007724213361,0.8292452756645505,0.6976153057484766,,,,,NOT_EVALUATED
405,0.37177592761944134,0.6101873372027963,0.635994753820219,0.4532105503166296,,,,,NOT_EVALUATED
406,0.45897567169896314,0.27529916728337767,0.12988185856858203,0.01719367887793133,,,,,NOT_EVALUATED
407,0.7679269530338342,0.8082126390313418,0.3647899030305919,0.7216341414230801,,,,,NOT_EVALUATED
408,0.11342526930974661,0.7767043707085479,0.2597078473758476,0.5017799287028122,,,,,NOT_EVALUATED
409,0.25208393983009125,0.6500524440735036,0.24227538712035968,0.004269571401763206,,,,,NOT_EVALUATED
410,0.9912284114035271,0.8539936526763248,0.35881711005187766,0.9676261245596167,,,,,NOT_EVALUATED
411,0.14302846184641294,0.9313942054457554,0.2230128683148649,0.35532793821249464,,,,,NOT_EVALUATED
412,0.04415641762405731,0.46061691029407414,0.6934341461865224,0.11465576169186042,,,,,NOT_EVALUATED
413,0.6193169680414252,0.2840115776294466,0.5731626555127043,0.9536698316840884,,,,,NOT_EVALUATED
414,0.9611667835409272,0.13410471993333706,0.356521092589437,0.198293504472298,,,,,NOT_EVALUATED
415,0.4454186899923278,0.3377881882237864,0.4803622212386468,0.1379209435855142,,,,,NOT_EVALUATED
416,0.5862607933982579,0.7675940348872441,0.20843230786193856,0.37403194417916785,,,,,NOT_EVALUATED
417,0.4545633604345446,0.2215458403851781,0.25145096259780075,0.9670525826321842,,,,,NOT_EVALUATED
418,0.230585043954614,0.8651876050570342,0.16613975159507954,0.7033803095964859,,,,,NOT_EVALUATED
419,0.27107466261395863,0.43752589145448695,0.8108986445586116,0.4805701773461679,,,,,NOT_EVALUATED
420,0.35486337474565555,0.38809879527408564,0.015066021844418076,0.4564669701970543,,,,,NOT_EVALUATED
421,0.10110589159968686,0.05341086510356596,0.9849843429567754,0.997983357129473,,,,,NOT_EVALUATED
422,0.3338760291252325,0.9837073712726428,0.31703376617244694,0.7385587537132156,,,,,NOT_EVALUATED
423,0.44270001256132263,0.3892644134552933,0.22382165466143722,0.7775801150698829,,,,,NOT_EVALUATED
424,0.8213772099883943,0.13032613802685888,0.7804046696592641,0.43042105948461273,,,,,NOT_EVALUATED
425,0.5111564538133146,0.8582454926840718,0.1384612246717064,0.3875710417606332,,,,,NOT_EVALUATED
426,0.7999308473728416,0.9910603309850751,0.9400771838870011,0.5436893945186113,,,,,NOT_EVALUATED
427,0.06734593818755519,0.2309147662326695,0.8053794269897713,0.3177192889271736,,,,,NOT_EVALUATED
428,0.0010813873017510023,0.6931788472414877,0.35120384626607104,0.5008332594043018,,,,,NOT_EVALUATED
429,0.19947474551837396,0.21074651986686999,0.17168817448126616,0.34072205330426597,,,,,NOT_EVALUATED
430,0.2045621520266857,0.12133166616068114,0.13506872293309258,0.44889400828344195,,,,,NOT_EVALUATED
431,0.9577131217919729,0.9341492985105133,0.9945360749325816,0.772011622245554,,,,,NOT_EVALUATED
432,0.629360669973007,0.9015296268675829,0.493598166581974,0.46837011660801,,,,,NOT_EVALUATED
433,0.48319976290642663,0.9986019918456448,0.16154665503290155,0.7303295760602249,,,,,NOT_EVALUATED
434,0.27878616254069577,0.78656974117047,0.7781034129109753,0.1560261075821885,,,,,NOT_EVALUATED
435,0.5708474320758181,0.749129433015628,0.3819084486469919,0.5016019089879716,,,,,NOT_EVALUATED
436,0.5628758380912722,0.009600159308012057,0.5488402110704751,0.32822234375498294,,,,,NOT_EVALUATED
437,0.664939489095544,0.2956235653277428,0.3099568883089192,0.42350161454726787,,,,,NOT_EVALUATED
438,0.26625259863108874,0.5680750410502777,0.8833526751111432,0.6708148978940862,,,,,NOT_EVALUATED
439,0.6929551350270666,0.33804209062079793,0.2532731564530174,0.853483219300447,,,,,NOT_EVALUATED
440,0.38838766868158303,0.3916657434758787,0.6569983202877542,0.4707855399576265,,,,,NOT_EVALUATED
441,0.1649081751444209,0.25340410169246674,0.3877445350526816,0.5451274971286485,,,,,NOT_EVALUATED
442,0.8154857097841742,0.9052941595468409,0.07394332040609897,0.9810215001660392,,,,,NOT_EVALUATED
443,0.3536210666519046,0.8723498870348205,0.4417712550557865,0.21997312091438692,,,,,NOT_EVALUATED
444,0.738227956734103,0.813450065047852,0.5626731209875564,0.8373844752517113,,,,,NOT_EVALUATED
445,0.44869203565924554,0.9843658476791514,0.18616282854825417,0.4588045698976949,,,,,NOT_EVALUATED
446,0.44385888470163914,0.7793047152508512,0.8204271542653601,0.7576154364717208,,,,,NOT_EVALUATED
447,0.33386539949886496,0.49750367973221643,0.9396729930658323,0.2712647902112778,,,,,NOT_EVALUATED
448,0.07174781002820352,0.4728121608084467,0.9199049266995053,0.47817907931238124,,,,,NOT_EVALUATED
449,0.8960365686631034,0.9119221120628193,0.17050081155168384,0.39661024900282404,,,,,NOT_EVALUATED
450,0.044815398342710866,0.17772217838947835,0.7690971660968134,0.8350854981085525,,,,,NOT_EVALUATED
451,0.42759057579763227,0.14714916170933956,0.9965980668940869,0.7625436803740893,,,,,NOT_EVALUATED
452,0.05370126358523597,0.4887920323700494,0.7339448225260206,0.21668907473409438,,,,,NOT_EVALUATED
453,0.48415264142653525,0.21294378485508214,0.08378209674931336,0.8794853239805455,,,,,NOT_EVALUATED
454,0.16997346401187607,0.28888082778555346,0.7658695553595645,0.8497518698180594,,,,,NOT_EVALUATED
455,0.3861024557067615,0.9466174455081778,0.0664742305182503,0.022936836031243413,,,,,NOT_EVALUATED
456,0.876689147728188,0.736036516963569,0.4525197040101717,0.8313010271852356,,,,,NOT_EVALUATED
457,0.17881495777458,0.7122252972083968,0.7211035385735304,0.34309778250599277,,,,,NOT_EVALUATED
458,0.04972928282073785,0.12119995453218946,0.47954194507122483,0.10453146408633696,,,,,NOT_EVALUATED
459,0.3724254299057479,0.8586051976886641,0.8439429422068545,0.6414999004094125,,,,,NOT_EVALUATED
460,0.5020335027150742,0.22969111838749767,0.8696845651917056,0.7925156144162773,,,,,NOT_EVALUATED
461,0.3956284437864407,0.69008134951605,0.3886574861656171,0.4416693914148938,,,,,NOT_EVALUATED
462,0.04349758422512007,0.5270149205768585,0.13357353045494713,0.6247010716324792,,,,,NOT_EVALUATED
463,0.8204254308374519,0.2103771382547912,0.7200305315352941,0.8252403305785975,,,,,NOT_EVALUATED
464,0.8883098555055514,0.7329912286471695,0.5200129769072378,0.019783002011987127,,,,,NOT_EVALUATED
465,0.2802648843409009,0.5852367176423949,0.2148002176161775,0.7587036041730931,,,,,NOT_EVALUATED
466,0.4318352311827527,0.20474819681407275,0.023941396980868168,0.7167307194171803,,,,,NOT_EVALUATED
467,0.2367362172957902,0.7675518023078067,0.8259833939729728,0.8640725413162247,,,,,NOT_EVALUATED
468,0.11788250953031254,0.6497136676120391,0.8609707671473366,0.3517884679126102,,,,,NOT_EVALUATED
469,0.4984168021192461,0.5112416279407066,0.92712051973772,0.41883743522986505,,,,,NOT_EVALUATED
470,0.6995270368964625,0.294973654425533,0.8596634239207355,0.8917463781798802,,,,,NOT_EVALUATED
471,0.3540052919232728,0.8466585026635126,0.38236276993022533,0.2600779668136747,,,,,NOT_EVALUATED
472,0.9110961461806025,0.15166605680402945,0.9140280210768981,0.7790314001619092,,,,,NOT_EVALUATED
473,0.5778295822471108,0.3499237112718758,0.6461116267389425,0.2876896077075458,,,,,NOT_EVALUATED
474,0.3914769875486911,0.8569051903515958,0.3268097327258995,0.0366472430011352,,,,,NOT_EVALUATED
475,0.9718071141131772,0.674701970554195,0.88620531805487,0.8821046712520191,,,,,NOT_EVALUATED
476,0.007920230671477957,0.37115844490139527,0.6890823114576184,0.2536601434055378,,,,,NOT_EVALUATED
477,0.04904369632892891,0.5100359035983182,0.7820736924513112,0.7317275566171779,,,,,NOT_EVALUATED
478,0.614291685741181,0.6849014902375977,0.3604453324584842,0.4927712143223514,,,,,NOT_EVALUATED
479,0.49272296897295464,0.7358774198807586,0.6190187357205594,0.031748657167806504,,,,,NOT_EVALUATED
480,0.7024775745408012,0.054241701862839276,0.8183102063086131,0.23289181393419567,,,,,NOT_EVALUATED
481,0.8573342022190259,0.846032194099662,0.45881049837732246,0.9108651440167711,,,,,NOT_EVALUATED
482,0.07080119002784702,0.860751418457155,0.7704220437301054,0.8976973654433865,,,,,NOT_EVALUATED
483,0.676979685974514,0.8772963329616217,0.16554730368345116,0.10206754005509544,,,,,NOT_EVALUATED
484,0.2902732660948929,0.25046413750483265,0.1754629634339463,0.45551332825171376,,,,,NOT_EVALUATED
485,0.5986568116384398,0.9452691231767618,0.17612892494128163,0.34857714943668927,,,,,NOT_EVALUATED
486,0.9478294772838907,0.16023032000962933,0.14264832747008882,0.7515772995271636,,,,,NOT_EVALUATED
487,0.1125021866056598,0.8102934713621764,0.23419414491923407,0.24033210451134346,,,,,NOT_EVALUATED
488,0.21799209643073292,0.943496345946243,0.30384251941117135,0.5326301312612783,,,,,NOT_EVALUATED
489,0.6325874357879105,0.6689053802099159,0.8488773572507752,0.9730074070591419,,,,,NOT_EVALUATED
490,0.6110352865827318,0.2753566169304661,0.6376857272718405,0.4563969288059526,,,,,NOT_EVALUATED
491,0.7736480207202957,0.6900008704729553,0.5700068775655028,0.38535091750533235,,,,,NOT_EVALUATED
