session_id,role,path,exists,bytes,sha256
zro2_60_pass,height_csv,氧化锆/pass实验数据/csv文件/60pass组/49 50_高度.csv,1,28269757,6a688bdc39a04c16c03831b3ef3aa27f597904040186f5e7cc64b1436f1d3b63
zro2_60_pass,height_csv,氧化锆/pass实验数据/csv文件/60pass组/51 52_高度.csv,1,28274771,5f85f9737d7eeb66dec786aa446da32ba4c2a7bd89a055557a3bb84aa7aa4d95
zro2_60_pass,height_csv,氧化锆/pass实验数据/csv文件/60pass组/53 54_高度.csv,1,28260174,38e25c17f37e878dc855a5151e5b2d01e0ff9917ea2d4233d9162e28b5e59284
zro2_60_pass,height_csv,氧化锆/pass实验数据/csv文件/60pass组/55 56_高度.csv,1,28235513,1c3483313e4cb26cbac3c6a8fa5e151d37508181723916217e8c57677f0b6658
zro2_60_pass,height_csv,氧化锆/pass实验数据/csv文件/60pass组/57 58_高度.csv,1,28251386,eab0ba2543df7a86891add7b27b3f233aacc822b7311056e91bb0ea3621282b7
zro2_60_pass,height_csv,氧化锆/pass实验数据/csv文件/60pass组/59 60_高度.csv,1,28234922,dcd207b3bf3cf8380b9cbcf5ab125efb983f3eb7c61004172a5625ae807529d7
zro2_20_supplement,height_csv,氧化锆/pass实验数据/csv文件/20补充pass/1 2_高度.csv,1,28264955,dfd108c6633f99b3d9458d86921113070c04993cd80a6b27fdb9ad98fdedf53c
zro2_20_supplement,height_csv,氧化锆/pass实验数据/csv文件/20补充pass/3 4_高度.csv,1,28215270,2c0913b38b1d2665c4f275f03e95fe28be98afa312ac52a211a4d42229d37d68
zro2_20_supplement,height_csv,氧化锆/pass实验数据/csv文件/20补充pass/5 6_高度.csv,1,27933624,967217b308ac05db42115f4b45262cdd0ff1726353caf18ced562f3854d2465e
zro2_20_supplement,height_csv,氧化锆/pass实验数据/csv文件/20补充pass/7 8_高度.csv,1,27883914,03de5035481144cf976e1f4f90f956ddfe5f4fe3ef303b00fde27bf2d8586a61
zro2_20_supplement,height_csv,氧化锆/pass实验数据/csv文件/20补充pass/9 10_高度.csv,1,27814645,60077a06b9733519b7cea74223dd58b8f7129ffe6d437469dfed5756f3057841
zro2_20_supplement,height_csv,氧化锆/pass实验数据/csv文件/20补充pass/11 12_高度.csv,1,28245055,55d945f0493d0b1f787cab153574ac406e4477854f7a7799c68cd25c8e4283d5
zro2_20_supplement,height_csv,氧化锆/pass实验数据/csv文件/20补充pass/13 14_高度.csv,1,27774439,afa09a5aa218f50dd6bbc71a55d01dcd67ab7674375a4ea92dc88213f89b70df
zro2_20_supplement,height_csv,氧化锆/pass实验数据/csv文件/20补充pass/15 16_高度.csv,1,27814277,301307b111df1ef77aa9dd8f99f139fe2d70d9cca7f26b9156016720afa6ce61
zro2_20_supplement,height_csv,氧化锆/pass实验数据/csv文件/20补充pass/17 18_高度.csv,1,28203124,431b590e729d9fe7c789757b2aabb13566ab0ad6775f99efd162c787d7133f54
zro2_20_supplement,height_csv,氧化锆/pass实验数据/csv文件/20补充pass/19 20_高度.csv,1,28010467,55d83952eadc93129fa2db414c996df7cce3fa9462324cc58eca7ab7560c5109
