variant,fold,dataset_index,role
src_gkf,0,51,train
src_gkf,0,52,train
src_gkf,0,53,train
src_gkf,0,55,train
src_gkf,0,56,train
src_gkf,0,57,train
src_gkf,0,58,train
src_gkf,0,60,train
src_gkf,0,61,train
src_gkf,0,62,train
src_gkf,0,63,train
src_gkf,0,65,train
src_gkf,0,66,train
src_gkf,0,67,train
src_gkf,0,68,train
src_gkf,0,70,train
src_gkf,0,71,train
src_gkf,0,72,train
src_gkf,0,73,train
src_gkf,0,75,train
src_gkf,0,76,train
src_gkf,0,77,train
src_gkf,0,78,train
src_gkf,0,80,train
src_gkf,0,81,train
src_gkf,0,82,train
src_gkf,0,83,train
src_gkf,0,85,train
src_gkf,0,86,train
src_gkf,0,87,train
src_gkf,0,88,train
src_gkf,0,90,train
src_gkf,0,91,train
src_gkf,0,92,train
src_gkf,0,93,train
src_gkf,0,95,train
src_gkf,0,96,train
src_gkf,0,97,train
src_gkf,0,98,train
src_gkf,0,100,train
src_gkf,0,101,train
src_gkf,0,102,train
src_gkf,0,103,train
src_gkf,0,105,train
src_gkf,0,106,train
src_gkf,0,107,train
src_gkf,0,108,train
src_gkf,0,110,train
src_gkf,0,111,train
src_gkf,0,112,train
src_gkf,0,113,train
src_gkf,0,115,train
src_gkf,0,116,train
src_gkf,0,117,train
src_gkf,0,118,train
src_gkf,0,120,train
src_gkf,0,121,train
src_gkf,0,122,train
src_gkf,0,123,train
src_gkf,0,124,train
src_gkf,0,125,train
src_gkf,0,126,train
src_gkf,0,127,train
src_gkf,0,130,train
src_gkf,0,131,train
src_gkf,0,132,train
src_gkf,0,133,train
src_gkf,0,134,train
src_gkf,0,135,train
src_gkf,0,136,train
src_gkf,0,137,train
src_gkf,0,140,train
src_gkf,0,141,train
src_gkf,0,142,train
src_gkf,0,143,train
src_gkf,0,144,train
src_gkf,0,145,train
src_gkf,0,146,train
src_gkf,0,147,train
src_gkf,0,150,train
src_gkf,0,151,train
src_gkf,0,152,train
src_gkf,0,153,train
src_gkf,0,154,train
src_gkf,0,155,train
src_gkf,0,156,train
src_gkf,0,157,train
src_gkf,0,160,train
src_gkf,0,161,train
src_gkf,0,162,train
src_gkf,0,163,train
src_gkf,0,164,train
src_gkf,0,165,train
src_gkf,0,166,train
src_gkf,0,167,train
src_gkf,0,170,train
src_gkf,0,171,train
src_gkf,0,172,train
src_gkf,0,173,train
src_gkf,0,174,train
src_gkf,0,175,train
src_gkf,0,176,train
src_gkf,0,177,train
src_gkf,0,180,train
src_gkf,0,181,train
src_gkf,0,182,train
src_gkf,0,183,train
src_gkf,0,184,train
src_gkf,0,185,train
src_gkf,0,186,train
src_gkf,0,187,train
src_gkf,0,190,train
src_gkf,0,191,train
src_gkf,0,192,train
src_gkf,0,193,train
src_gkf,0,194,train
src_gkf,0,195,train
src_gkf,0,196,train
src_gkf,0,197,train
src_gkf,1,3,test
src_gkf,1,8,test
src_gkf,1,13,test
src_gkf,1,18,test
src_gkf,1,23,test
src_gkf,1,28,test
src_gkf,1,33,test
src_gkf,1,38,test
src_gkf,1,43,test
src_gkf,1,48,test
src_gkf,1,53,test
src_gkf,1,58,test
src_gkf,1,63,test
src_gkf,1,68,test
src_gkf,1,73,test
src_gkf,1,78,test
src_gkf,1,83,test
src_gkf,1,88,test
src_gkf,1,93,test
src_gkf,1,98,test
src_gkf,1,103,test
src_gkf,1,108,test
src_gkf,1,113,test
src_gkf,1,118,test
src_gkf,1,126,test
src_gkf,1,127,test
src_gkf,1,136,test
src_gkf,1,137,test
src_gkf,1,146,test
src_gkf,1,147,test
src_gkf,1,156,test
src_gkf,1,157,test
src_gkf,1,166,test
src_gkf,1,167,test
src_gkf,1,176,test
src_gkf,1,177,test
src_gkf,1,186,test
src_gkf,1,187,test
src_gkf,1,196,test
src_gkf,1,197,test
src_gkf,1,0,train
src_gkf,1,1,train
src_gkf,1,2,train
src_gkf,1,4,train
src_gkf,1,5,train
src_gkf,1,6,train
src_gkf,1,7,train
src_gkf,1,9,train
src_gkf,1,10,train
src_gkf,1,11,train
src_gkf,1,12,train
src_gkf,1,14,train
src_gkf,1,15,train
src_gkf,1,16,train
src_gkf,1,17,train
src_gkf,1,19,train
src_gkf,1,20,train
src_gkf,1,21,train
src_gkf,1,22,train
src_gkf,1,24,train
src_gkf,1,25,train
src_gkf,1,26,train
src_gkf,1,27,train
src_gkf,1,29,train
src_gkf,1,30,train
src_gkf,1,31,train
src_gkf,1,32,train
src_gkf,1,34,train
src_gkf,1,35,train
src_gkf,1,36,train
src_gkf,1,37,train
src_gkf,1,39,train
src_gkf,1,40,train
src_gkf,1,41,train
src_gkf,1,42,train
src_gkf,1,44,train
src_gkf,1,45,train
src_gkf,1,46,train
src_gkf,1,47,train
src_gkf,1,49,train
src_gkf,1,50,train
src_gkf,1,51,train
src_gkf,1,52,train
src_gkf,1,54,train
src_gkf,1,55,train
src_gkf,1,56,train
src_gkf,1,57,train
src_gkf,1,59,train
src_gkf,1,60,train
src_gkf,1,61,train
src_gkf,1,62,train
src_gkf,1,64,train
src_gkf,1,65,train
src_gkf,1,66,train
src_gkf,1,67,train
src_gkf,1,69,train
src_gkf,1,70,train
src_gkf,1,71,train
src_gkf,1,72,train
src_gkf,1,74,train
src_gkf,1,75,train
src_gkf,1,76,train
src_gkf,1,77,train
src_gkf,1,79,train
src_gkf,1,80,train
src_gkf,1,81,train
src_gkf,1,82,train
src_gkf,1,84,train
src_gkf,1,85,train
src_gkf,1,86,train
src_gkf,1,87,train
src_gkf,1,89,train
src_gkf,1,90,train
src_gkf,1,91,train
src_gkf,1,92,train
src_gkf,1,94,train
src_gkf,1,95,train
src_gkf,1,96,train
src_gkf,1,97,train
src_gkf,1,99,train
src_gkf,1,100,train
src_gkf,1,101,train
src_gkf,1,102,train
src_gkf,1,104,train
src_gkf,1,105,train
src_gkf,1,106,train
src_gkf,1,107,train
src_gkf,1,109,train
src_gkf,1,110,train
src_gkf,1,111,train
src_gkf,1,112,train
src_gkf,1,114,train
src_gkf,1,115,train
src_gkf,1,116,train
src_gkf,1,117,train
src_gkf,1,119,train
src_gkf,1,120,train
src_gkf,1,121,train
src_gkf,1,122,train
src_gkf,1,123,train
src_gkf,1,124,train
src_gkf,1,125,train
src_gkf,1,128,train
src_gkf,1,129,train
src_gkf,1,130,train
src_gkf,1,131,train
src_gkf,1,132,train
src_gkf,1,133,train
src_gkf,1,134,train
src_gkf,1,135,train
src_gkf,1,138,train
src_gkf,1,139,train
src_gkf,1,140,train
src_gkf,1,141,train
src_gkf,1,142,train
src_gkf,1,143,train
src_gkf,1,144,train
src_gkf,1,145,train
src_gkf,1,148,train
src_gkf,1,149,train
src_gkf,1,150,train
src_gkf,1,151,train
src_gkf,1,152,train
src_gkf,1,153,train
src_gkf,1,154,train
src_gkf,1,155,train
src_gkf,1,158,train
src_gkf,1,159,train
src_gkf,1,160,train
src_gkf,1,161,train
src_gkf,1,162,train
src_gkf,1,163,train
src_gkf,1,164,train
src_gkf,1,165,train
src_gkf,1,168,train
src_gkf,1,169,train
src_gkf,1,170,train
src_gkf,1,171,train
src_gkf,1,172,train
src_gkf,1,173,train
src_gkf,1,174,train
src_gkf,1,175,train
src_gkf,1,178,train
src_gkf,1,179,train
src_gkf,1,180,train
src_gkf,1,181,train
src_gkf,1,182,train
src_gkf,1,183,train
src_gkf,1,184,train
src_gkf,1,185,train
src_gkf,1,188,train
src_gkf,1,189,train
src_gkf,1,190,train
src_gkf,1,191,train
src_gkf,1,192,train
src_gkf,1,193,train
src_gkf,1,194,train
src_gkf,1,195,train
src_gkf,1,198,train
src_gkf,1,199,train
src_gkf,2,2,test
src_gkf,2,7,test
src_gkf,2,12,test
src_gkf,2,17,test
src_gkf,2,22,test
src_gkf,2,27,test
src_gkf,2,32,test
src_gkf,2,37,test
src_gkf,2,42,test
src_gkf,2,47,test
src_gkf,2,52,test
src_gkf,2,57,test
src_gkf,2,62,test
src_gkf,2,67,test
src_gkf,2,72,test
src_gkf,2,77,test
src_gkf,2,82,test
src_gkf,2,87,test
src_gkf,2,92,test
src_gkf,2,97,test
src_gkf,2,102,test
src_gkf,2,107,test
src_gkf,2,112,test
src_gkf,2,117,test
src_gkf,2,124,test
src_gkf,2,125,test
src_gkf,2,134,test
src_gkf,2,135,test
src_gkf,2,144,test
src_gkf,2,145,test
src_gkf,2,154,test
src_gkf,2,155,test
src_gkf,2,164,test
src_gkf,2,165,test
src_gkf,2,174,test
src_gkf,2,175,test
src_gkf,2,184,test
src_gkf,2,185,test
src_gkf,2,194,test
src_gkf,2,195,test
src_gkf,2,0,train
src_gkf,2,1,train
src_gkf,2,3,train
src_gkf,2,4,train
src_gkf,2,5,train
src_gkf,2,6,train
src_gkf,2,8,train
src_gkf,2,9,train
src_gkf,2,10,train
src_gkf,2,11,train
src_gkf,2,13,train
src_gkf,2,14,train
src_gkf,2,15,train
src_gkf,2,16,train
src_gkf,2,18,train
src_gkf,2,19,train
src_gkf,2,20,train
src_gkf,2,21,train
src_gkf,2,23,train
src_gkf,2,24,train
src_gkf,2,25,train
src_gkf,2,26,train
src_gkf,2,28,train
src_gkf,2,29,train
src_gkf,2,30,train
src_gkf,2,31,train
src_gkf,2,33,train
src_gkf,2,34,train
src_gkf,2,35,train
src_gkf,2,36,train
src_gkf,2,38,train
src_gkf,2,39,train
src_gkf,2,40,train
src_gkf,2,41,train
src_gkf,2,43,train
src_gkf,2,44,train
src_gkf,2,45,train
src_gkf,2,46,train
src_gkf,2,48,train
src_gkf,2,49,train
src_gkf,2,50,train
src_gkf,2,51,train
src_gkf,2,53,train
src_gkf,2,54,train
src_gkf,2,55,train
src_gkf,2,56,train
src_gkf,2,58,train
src_gkf,2,59,train
src_gkf,2,60,train
src_gkf,2,61,train
src_gkf,2,63,train
src_gkf,2,64,train
src_gkf,2,65,train
src_gkf,2,66,train
src_gkf,2,68,train
src_gkf,2,69,train
src_gkf,2,70,train
src_gkf,2,71,train
src_gkf,2,73,train
src_gkf,2,74,train
src_gkf,2,75,train
src_gkf,2,76,train
src_gkf,2,78,train
src_gkf,2,79,train
src_gkf,2,80,train
src_gkf,2,81,train
src_gkf,2,83,train
src_gkf,2,84,train
src_gkf,2,85,train
src_gkf,2,86,train
src_gkf,2,88,train
src_gkf,2,89,train
src_gkf,2,90,train
src_gkf,2,91,train
src_gkf,2,93,train
src_gkf,2,94,train
src_gkf,2,95,train
src_gkf,2,96,train
src_gkf,2,98,train
src_gkf,2,99,train
src_gkf,2,100,train
src_gkf,2,101,train
src_gkf,2,103,train
src_gkf,2,104,train
src_gkf,2,105,train
src_gkf,2,106,train
src_gkf,2,108,train
src_gkf,2,109,train
src_gkf,2,110,train
src_gkf,2,111,train
src_gkf,2,113,train
src_gkf,2,114,train
src_gkf,2,115,train
src_gkf,2,116,train
src_gkf,2,118,train
src_gkf,2,119,train
src_gkf,2,120,train
src_gkf,2,121,train
src_gkf,2,122,train
src_gkf,2,123,train
src_gkf,2,126,train
src_gkf,2,127,train
src_gkf,2,128,train
src_gkf,2,129,train
src_gkf,2,130,train
src_gkf,2,131,train
src_gkf,2,132,train
src_gkf,2,133,train
src_gkf,2,136,train
src_gkf,2,137,train
src_gkf,2,138,train
src_gkf,2,139,train
src_gkf,2,140,train
src_gkf,2,141,train
src_gkf,2,142,train
src_gkf,2,143,train
src_gkf,2,146,train
src_gkf,2,147,train
src_gkf,2,148,train
src_gkf,2,149,train
src_gkf,2,150,train
src_gkf,2,151,train
src_gkf,2,152,train
src_gkf,2,153,train
src_gkf,2,156,train
src_gkf,2,157,train
src_gkf,2,158,train
src_gkf,2,159,train
src_gkf,2,160,train
src_gkf,2,161,train
src_gkf,2,162,train
src_gkf,2,163,train
src_gkf,2,166,train
src_gkf,2,167,train
src_gkf,2,168,train
src_gkf,2,169,train
src_gkf,2,170,train
src_gkf,2,171,train
src_gkf,2,172,train
src_gkf,2,173,train
src_gkf,2,176,train
src_gkf,2,177,train
src_gkf,2,178,train
src_gkf,2,179,train
src_gkf,2,180,train
src_gkf,2,181,train
src_gkf,2,182,train
src_gkf,2,183,train
src_gkf,2,186,train
src_gkf,2,187,train
src_gkf,2,188,train
src_gkf,2,189,train
src_gkf,2,190,train
src_gkf,2,191,train
src_gkf,2,192,train
src_gkf,2,193,train
src_gkf,2,196,train
src_gkf,2,197,train
src_gkf,2,198,train
src_gkf,2,199,train
src_gkf,3,1,test
src_gkf,3,6,test
src_gkf,3,11,test
src_gkf,3,16,test
src_gkf,3,21,test
src_gkf,3,26,test
src_gkf,3,31,test
src_gkf,3,36,test
src_gkf,3,41,test
src_gkf,3,46,test
src_gkf,3,51,test
src_gkf,3,56,test
src_gkf,3,61,test
src_gkf,3,66,test
src_gkf,3,71,test
src_gkf,3,76,test
src_gkf,3,81,test
src_gkf,3,86,test
src_gkf,3,91,test
src_gkf,3,96,test
src_gkf,3,101,test
src_gkf,3,106,test
src_gkf,3,111,test
src_gkf,3,116,test
src_gkf,3,122,test
src_gkf,3,123,test
src_gkf,3,132,test
src_gkf,3,133,test
src_gkf,3,142,test
src_gkf,3,143,test
src_gkf,3,152,test
src_gkf,3,153,test
src_gkf,3,162,test
src_gkf,3,163,test
src_gkf,3,172,test
src_gkf,3,173,test
src_gkf,3,182,test
src_gkf,3,183,test
src_gkf,3,192,test
src_gkf,3,193,test
src_gkf,3,0,train
src_gkf,3,2,train
src_gkf,3,3,train
src_gkf,3,4,train
src_gkf,3,5,train
src_gkf,3,7,train
src_gkf,3,8,train
src_gkf,3,9,train
src_gkf,3,10,train
src_gkf,3,12,train
src_gkf,3,13,train
src_gkf,3,14,train
src_gkf,3,15,train
src_gkf,3,17,train
src_gkf,3,18,train
src_gkf,3,19,train
src_gkf,3,20,train
src_gkf,3,22,train
src_gkf,3,23,train
src_gkf,3,24,train
src_gkf,3,25,train
src_gkf,3,27,train
src_gkf,3,28,train
src_gkf,3,29,train
src_gkf,3,30,train
src_gkf,3,32,train
src_gkf,3,33,train
src_gkf,3,34,train
src_gkf,3,35,train
src_gkf,3,37,train
src_gkf,3,38,train
src_gkf,3,39,train
src_gkf,3,40,train
src_gkf,3,42,train
src_gkf,3,43,train
src_gkf,3,44,train
src_gkf,3,45,train
src_gkf,3,47,train
src_gkf,3,48,train
src_gkf,3,49,train
src_gkf,3,50,train
src_gkf,3,52,train
src_gkf,3,53,train
src_gkf,3,54,train
src_gkf,3,55,train
src_gkf,3,57,train
src_gkf,3,58,train
src_gkf,3,59,train
src_gkf,3,60,train
src_gkf,3,62,train
src_gkf,3,63,train
src_gkf,3,64,train
src_gkf,3,65,train
src_gkf,3,67,train
src_gkf,3,68,train
src_gkf,3,69,train
src_gkf,3,70,train
src_gkf,3,72,train
src_gkf,3,73,train
src_gkf,3,74,train
src_gkf,3,75,train
src_gkf,3,77,train
src_gkf,3,78,train
src_gkf,3,79,train
src_gkf,3,80,train
src_gkf,3,82,train
src_gkf,3,83,train
src_gkf,3,84,train
src_gkf,3,85,train
src_gkf,3,87,train
src_gkf,3,88,train
src_gkf,3,89,train
src_gkf,3,90,train
src_gkf,3,92,train
src_gkf,3,93,train
src_gkf,3,94,train
src_gkf,3,95,train
src_gkf,3,97,train
src_gkf,3,98,train
src_gkf,3,99,train
src_gkf,3,100,train
src_gkf,3,102,train
src_gkf,3,103,train
src_gkf,3,104,train
src_gkf,3,105,train
src_gkf,3,107,train
src_gkf,3,108,train
src_gkf,3,109,train
src_gkf,3,110,train
src_gkf,3,112,train
src_gkf,3,113,train
src_gkf,3,114,train
src_gkf,3,115,train
src_gkf,3,117,train
src_gkf,3,118,train
src_gkf,3,119,train
src_gkf,3,120,train
src_gkf,3,121,train
src_gkf,3,124,train
src_gkf,3,125,train
src_gkf,3,126,train
src_gkf,3,127,train
src_gkf,3,128,train
src_gkf,3,129,train
src_gkf,3,130,train
src_gkf,3,131,train
src_gkf,3,134,train
src_gkf,3,135,train
src_gkf,3,136,train
src_gkf,3,137,train
src_gkf,3,138,train
src_gkf,3,139,train
src_gkf,3,140,train
src_gkf,3,141,train
src_gkf,3,144,train
src_gkf,3,145,train
src_gkf,3,146,train
src_gkf,3,147,train
src_gkf,3,148,train
src_gkf,3,149,train
src_gkf,3,150,train
src_gkf,3,151,train
src_gkf,3,154,train
src_gkf,3,155,train
src_gkf,3,156,train
src_gkf,3,157,train
src_gkf,3,158,train
src_gkf,3,159,train
src_gkf,3,160,train
src_gkf,3,161,train
src_gkf,3,164,train
src_gkf,3,165,train
src_gkf,3,166,train
src_gkf,3,167,train
src_gkf,3,168,train
src_gkf,3,169,train
src_gkf,3,170,train
src_gkf,3,171,train
src_gkf,3,174,train
src_gkf,3,175,train
src_gkf,3,176,train
src_gkf,3,177,train
src_gkf,3,178,train
src_gkf,3,179,train
src_gkf,3,180,train
src_gkf,3,181,train
src_gkf,3,184,train
src_gkf,3,185,train
src_gkf,3,186,train
src_gkf,3,187,train
src_gkf,3,188,train
src_gkf,3,189,train
src_gkf,3,190,train
src_gkf,3,191,train
src_gkf,3,194,train
src_gkf,3,195,train
src_gkf,3,196,train
src_gkf,3,197,train
src_gkf,3,198,train
src_gkf,3,199,train
src_gkf,4,0,test
src_gkf,4,5,test
src_gkf,4,10,test
src_gkf,4,15,test
src_gkf,4,20,test
src_gkf,4,25,test
src_gkf,4,30,test
src_gkf,4,35,test
src_gkf,4,40,test
src_gkf,4,45,test
src_gkf,4,50,test
src_gkf,4,55,test
src_gkf,4,60,test
src_gkf,4,65,test
src_gkf,4,70,test
src_gkf,4,75,test
src_gkf,4,80,test
src_gkf,4,85,test
src_gkf,4,90,test
src_gkf,4,95,test
src_gkf,4,100,test
src_gkf,4,105,test
src_gkf,4,110,test
src_gkf,4,115,test
src_gkf,4,120,test
src_gkf,4,121,test
src_gkf,4,130,test
src_gkf,4,131,test
src_gkf,4,140,test
src_gkf,4,141,test
src_gkf,4,150,test
src_gkf,4,151,test
src_gkf,4,160,test
src_gkf,4,161,test
src_gkf,4,170,test
src_gkf,4,171,test
src_gkf,4,180,test
src_gkf,4,181,test
src_gkf,4,190,test
src_gkf,4,191,test
src_gkf,4,1,train
src_gkf,4,2,train
src_gkf,4,3,train
src_gkf,4,4,train
src_gkf,4,6,train
src_gkf,4,7,train
src_gkf,4,8,train
src_gkf,4,9,train
src_gkf,4,11,train
src_gkf,4,12,train
src_gkf,4,13,train
src_gkf,4,14,train
src_gkf,4,16,train
src_gkf,4,17,train
src_gkf,4,18,train
src_gkf,4,19,train
src_gkf,4,21,train
src_gkf,4,22,train
src_gkf,4,23,train
src_gkf,4,24,train
src_gkf,4,26,train
src_gkf,4,27,train
src_gkf,4,28,train
src_gkf,4,29,train
src_gkf,4,31,train
src_gkf,4,32,train
src_gkf,4,33,train
src_gkf,4,34,train
src_gkf,4,36,train
src_gkf,4,37,train
src_gkf,4,38,train
src_gkf,4,39,train
src_gkf,4,41,train
src_gkf,4,42,train
src_gkf,4,43,train
src_gkf,4,44,train
src_gkf,4,46,train
src_gkf,4,47,train
src_gkf,4,48,train
src_gkf,4,49,train
src_gkf,4,51,train
src_gkf,4,52,train
src_gkf,4,53,train
src_gkf,4,54,train
src_gkf,4,56,train
src_gkf,4,57,train
src_gkf,4,58,train
src_gkf,4,59,train
src_gkf,4,61,train
src_gkf,4,62,train
src_gkf,4,63,train
src_gkf,4,64,train
src_gkf,4,66,train
src_gkf,4,67,train
src_gkf,4,68,train
src_gkf,4,69,train
src_gkf,4,71,train
src_gkf,4,72,train
src_gkf,4,73,train
src_gkf,4,74,train
src_gkf,4,76,train
src_gkf,4,77,train
src_gkf,4,78,train
src_gkf,4,79,train
src_gkf,4,81,train
src_gkf,4,82,train
src_gkf,4,83,train
src_gkf,4,84,train
src_gkf,4,86,train
src_gkf,4,87,train
src_gkf,4,88,train
src_gkf,4,89,train
src_gkf,4,91,train
src_gkf,4,92,train
src_gkf,4,93,train
src_gkf,4,94,train
src_gkf,4,96,train
src_gkf,4,97,train
src_gkf,4,98,train
src_gkf,4,99,train
src_gkf,4,101,train
src_gkf,4,102,train
src_gkf,4,103,train
src_gkf,4,104,train
src_gkf,4,106,train
src_gkf,4,107,train
src_gkf,4,108,train
src_gkf,4,109,train
src_gkf,4,111,train
src_gkf,4,112,train
src_gkf,4,113,train
src_gkf,4,114,train
src_gkf,4,116,train
src_gkf,4,117,train
src_gkf,4,118,train
src_gkf,4,119,train
src_gkf,4,122,train
src_gkf,4,123,train
src_gkf,4,124,train
src_gkf,4,125,train
src_gkf,4,126,train
src_gkf,4,127,train
src_gkf,4,128,train
src_gkf,4,129,train
src_gkf,4,132,train
src_gkf,4,133,train
src_gkf,4,134,train
src_gkf,4,135,train
src_gkf,4,136,train
src_gkf,4,137,train
src_gkf,4,138,train
src_gkf,4,139,train
src_gkf,4,142,train
src_gkf,4,143,train
src_gkf,4,144,train
src_gkf,4,145,train
src_gkf,4,146,train
src_gkf,4,147,train
src_gkf,4,148,train
src_gkf,4,149,train
src_gkf,4,152,train
src_gkf,4,153,train
src_gkf,4,154,train
src_gkf,4,155,train
src_gkf,4,156,train
src_gkf,4,157,train
src_gkf,4,158,train
src_gkf,4,159,train
src_gkf,4,162,train
src_gkf,4,163,train
src_gkf,4,164,train
src_gkf,4,165,train
src_gkf,4,166,train
src_gkf,4,167,train
src_gkf,4,168,train
src_gkf,4,169,train
src_gkf,4,172,train
src_gkf,4,173,train
src_gkf,4,174,train
src_gkf,4,175,train
src_gkf,4,176,train
src_gkf,4,177,train
src_gkf,4,178,train
src_gkf,4,179,train
src_gkf,4,182,train
src_gkf,4,183,train
src_gkf,4,184,train
src_gkf,4,185,train
src_gkf,4,186,train
src_gkf,4,187,train
src_gkf,4,188,train
src_gkf,4,189,train
src_gkf,4,192,train
src_gkf,4,193,train
src_gkf,4,194,train
src_gkf,4,195,train
src_gkf,4,196,train
src_gkf,4,197,train
src_gkf,4,198,train
src_gkf,4,199,train
